Enrollmentno,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10
E2082,C1745-ME,C7748-IT,C5019-ME,C4650-EC,C7937-ME,C8203-EC,C2558-ME,C2062-ICT,C8203-CH,C6679-CH
E9332,C8405-ME,C7951-ME,C9080-IT,C5602-EC,C4650-EC,C7128-ME,C7951-ME,C9751-ICT,C3397-ICT,C5479-CH
E2720,C2051-CSE,C7198-IT,C8405-EC,C5207-EC,C7128-ME,C8405-EC,C1899-EC,C8813-EE,C3900-CH,C9557-CH
E6676,C4083-ME,C7951-IT,C8403-EC,C6706-ME,C3971-EC,C7951-ME,C5989-ME,C7906-CH,C6525-CH,C8743-CH
E1105,C4070-CSE,C4922-CSE,C9356-IT,C6706-EC,C9670-EC,C7479-EC,C6073-EC,C5302-ICT,C4000-CH,C7134-IC
E7516,C9751-ME,C9769-CSE,C7343-ME,C9277-ME,C6792-EC,C2002-ME,C8813-EC,C9896-IC,C8198-ICT,C4070-CH
E8366,C6073-ME,C8200-ME,C3305-EC,C5588-ME,C3900-ME,C7466-ME,C4515-EC,C8813-EE,C7128-CH,C9416-EE
E7434,C4953-ME,C7128-CSE,C7198-ME,C2921-EC,C9143-ME,C2921-EC,C9416-EC,C5049-IC,C8852-IC,C5302-ICT
E6089,C2996-ME,C5532-CSE,C7071-ME,C9769-ME,C8772-EC,C4083-EC,C2062-EC,C3397-CH,C5019-IC,C4953-CH
E8998,C9080-IT,C1902-ME,C7071-ME,C7479-EC,C8743-ME,C5207-ME,C7343-EC,C8200-IC,C2921-IC,C1674-CH
E4334,C5848-IT,C5302-ME,C4083-ME,C2642-ME,C3971-ME,C6073-EC,C2996-ME,C5302-IC,C4070-IC,C4070-CH
E2335,C8743-CSE,C9120-ME,C7343-EC,C7748-EC,C3900-ME,C3900-ME,C8743-ME,C4566-EE,C9896-IC,C9356-CH
E5958,C7071-IT,C7134-ME,C9143-EC,C3232-ME,C9277-EC,C7151-ME,C5532-ME,C6698-CH,C1282-CH,C8813-CH
E7831,C5532-ME,C6792-IT,C2511-IT,C7198-ME,C9038-EC,C8200-EC,C9670-EC,C9080-EE,C1282-ICT,C7479-ICT
E5498,C7134-IT,C5583-CSE,C9739-CSE,C5588-EC,C9739-ME,C5602-ME,C2996-ME,C3998-CH,C4070-CH,C8611-EE
E2659,C7128-IT,C9080-ME,C4885-CSE,C2996-EC,C1961-EC,C2558-ME,C8743-EC,C8405-IC,C4852-IC,C7906-EE
E0860,C9739-IT,C7128-ME,C1282-IT,C7937-EC,C8426-ME,C4070-EC,C2165-EC,C5848-ICT,C9356-ICT,C9769-EE
E1870,C5049-ME,C2642-IT,C6525-ME,C2000-ME,C3232-ME,C6073-EC,C9080-EC,C7128-CH,C5207-EE,C9739-EE
E9924,C4695-IT,C4852-IT,C2051-ME,C7466-ME,C9769-EC,C7128-EC,C2002-EC,C9277-EE,C6706-CH,C6525-IC
E2098,C2458-CSE,C4566-ME,C2051-EC,C8743-EC,C4885-EC,C7343-EC,C2458-EC,C4566-EE,C8200-CH,C6706-CH
E5857,C7951-CSE,C2165-ME,C2458-CSE,C5532-ME,C9751-ME,C6792-EC,C5302-EC,C8405-ICT,C9356-EE,C2642-ICT
E5782,C7071-IT,C7343-ME,C7479-EC,C7343-EC,C4515-EC,C8405-ME,C8426-EC,C8743-CH,C9846-EE,C8198-CH
E6284,C7748-CSE,C2547-ME,C4922-ME,C9670-ME,C1961-EC,C5049-ME,C9356-ME,C2458-ICT,C5302-CH,C1961-CH
E8707,C2165-CSE,C5588-CSE,C8198-CSE,C5132-EC,C7343-ME,C4083-ME,C2996-ME,C9769-ICT,C9769-EE,C5207-EE
E0224,C8611-IT,C6706-ME,C3305-ME,C9356-EC,C4650-ME,C9080-EC,C7343-ME,C6792-IC,C9416-ICT,C7906-IC
E3480,C9846-ME,C9751-IT,C2642-IT,C8405-ME,C5302-EC,C1902-ME,C1899-ME,C5717-ICT,C9225-ICT,C8405-ICT
E5317,C2558-IT,C5588-ME,C4070-ME,C5132-EC,C8405-ME,C5302-ME,C6525-EC,C6073-IC,C5479-CH,C7128-IC
E2241,C3971-IT,C9590-ME,C4852-CSE,C7479-ME,C8772-EC,C2921-EC,C9080-EC,C2511-ICT,C3900-EE,C9670-CH
E9386,C5302-ME,C3973-ME,C2165-IT,C8405-EC,C7128-EC,C4953-ME,C1282-ME,C7151-CH,C4000-ICT,C4852-IC
E7363,C5532-ME,C9739-ME,C7128-ME,C7466-ME,C7479-EC,C8203-EC,C7128-EC,C3971-IC,C5848-ICT,C8611-CH
E6261,C1745-ME,C3799-IT,C9080-IT,C2642-EC,C4070-ME,C3232-ME,C5989-ME,C9225-IC,C4070-ICT,C9080-ICT
E5149,C6698-IT,C2062-IT,C2002-ME,C9751-EC,C9416-ME,C6301-ME,C2921-EC,C6792-EE,C2165-CH,C8198-ICT
E4641,C8403-IT,C9225-ME,C4070-EC,C9670-ME,C2642-EC,C9739-ME,C7937-ME,C9769-EE,C1648-EE,C3397-EE
E3451,C6679-IT,C2002-ME,C3998-ME,C2342-EC,C6706-EC,C8813-EC,C4083-EC,C7071-CH,C6073-ICT,C7479-ICT
E1859,C9416-ME,C8426-IT,C1648-ME,C9739-ME,C5848-ME,C6525-EC,C2642-EC,C8772-CH,C4070-CH,C8200-CH
E8005,C5989-ME,C7134-ME,C7343-ME,C2642-ME,C4922-EC,C6706-ME,C5602-ME,C9846-IC,C9670-EE,C6525-ICT
E8395,C2558-ME,C7128-CSE,C4922-ME,C6706-ME,C6073-EC,C8200-ME,C5207-ME,C9416-CH,C5302-EE,C5479-CH
E8739,C8426-IT,C5989-CSE,C9739-IT,C5302-EC,C6698-ME,C6416-ME,C7151-ME,C6525-IC,C9080-ICT,C3998-IC
E6294,C1282-IT,C2547-ME,C5302-CSE,C5848-EC,C8405-ME,C3998-ME,C8772-EC,C7151-ICT,C9225-CH,C8200-EE
E5453,C2996-IT,C8403-IT,C2342-ME,C3998-EC,C9038-EC,C4000-EC,C8198-ME,C2458-CH,C8405-IC,C8198-IC
E5258,C2511-IT,C2002-IT,C9416-EC,C8743-EC,C3900-ME,C5019-EC,C9590-ME,C9590-ICT,C9557-EE,C8426-IC
E7962,C3973-IT,C9751-ME,C3971-CSE,C6679-ME,C6706-EC,C2558-ME,C9080-ME,C5302-IC,C2062-EE,C9769-CH
E9084,C5479-CSE,C4650-ME,C7937-ME,C2547-ME,C9356-ME,C4070-EC,C7479-ME,C9080-CH,C7937-CH,C6073-ICT
E3642,C9356-IT,C7128-ME,C9356-ME,C9356-ME,C6073-ME,C7937-EC,C5989-EC,C4000-EE,C9896-CH,C8611-EE
E3091,C2342-IT,C8203-ME,C9670-ME,C2165-ME,C2921-ME,C5583-EC,C7151-ME,C6679-ICT,C6792-IC,C9038-EE
E9177,C2458-CSE,C1961-ME,C2558-CSE,C1902-ME,C9846-ME,C5049-ME,C9896-ME,C8813-ICT,C3971-ICT,C5302-ICT
E7007,C1902-ME,C5717-CSE,C9557-CSE,C9846-ME,C5602-EC,C8743-EC,C9846-ME,C8405-IC,C5132-ICT,C4650-ICT
E1774,C3998-CSE,C2051-CSE,C9143-CSE,C1961-EC,C4083-EC,C9356-EC,C3900-ME,C1674-IC,C5532-IC,C6525-ICT
E0692,C5583-IT,C7151-IT,C9846-ME,C4083-EC,C2996-ME,C8426-EC,C4922-ME,C9120-ICT,C3900-ICT,C8743-CH
E7772,C8200-ME,C8405-ME,C2165-CSE,C7479-EC,C2051-EC,C9120-ME,C6301-ME,C2165-CH,C9080-CH,C9277-ICT
E3858,C5019-IT,C1282-ME,C7951-ME,C7951-ME,C5989-EC,C6679-EC,C9080-EC,C9751-EE,C2342-IC,C5479-EE
E3444,C9557-ME,C5602-IT,C9356-IT,C2558-EC,C2511-EC,C4650-ME,C2002-ME,C9277-EE,C2642-IC,C2547-EE
E1979,C4650-IT,C8403-CSE,C9143-EC,C9670-EC,C9143-EC,C4953-ME,C5049-ME,C4566-ICT,C4000-IC,C5302-IC
E7413,C7198-CSE,C8743-IT,C9120-ME,C3397-EC,C5049-ME,C4000-EC,C9896-EC,C7071-ICT,C9225-CH,C5207-ICT
E3366,C6706-CSE,C4953-ME,C8813-EC,C2996-ME,C8743-EC,C8813-EC,C9769-ME,C9416-CH,C9038-EE,C7906-EE
E3005,C9080-ME,C9356-CSE,C7071-CSE,C9143-EC,C4885-EC,C8743-ME,C2558-EC,C8198-CH,C1674-ICT,C9143-CH
E2004,C2558-IT,C7479-IT,C4070-ME,C5588-ME,C1902-EC,C5588-ME,C3397-EC,C8813-EE,C3232-CH,C5302-IC
E0716,C5302-ME,C5049-ME,C9896-ME,C2051-EC,C1899-ME,C7748-EC,C6679-EC,C2000-EE,C9277-ICT,C3900-CH
E5539,C6525-ME,C6679-IT,C6698-CSE,C4852-ME,C6792-ME,C1282-ME,C2558-EC,C2547-CH,C4852-EE,C2996-CH
E7430,C9896-CSE,C2996-CSE,C9590-ME,C7937-ME,C8426-EC,C7343-ME,C5989-EC,C9356-EE,C6792-IC,C4953-CH
E7655,C9846-IT,C9896-ME,C2002-ME,C4650-EC,C7128-ME,C9225-ME,C2642-ME,C8852-IC,C4515-IC,C5588-EE
E8580,C7479-CSE,C1282-IT,C4083-IT,C2558-EC,C9277-EC,C8405-EC,C9277-EC,C1899-CH,C6525-IC,C1282-CH
E5832,C7198-IT,C3973-ME,C9277-IT,C3397-ME,C2000-ME,C5848-EC,C2165-ME,C2000-ICT,C4070-ICT,C9557-ICT
E1690,C7906-CSE,C3971-IT,C2002-IT,C5848-EC,C5532-ME,C2921-EC,C7951-ME,C9557-CH,C5602-IC,C7071-ICT
E7174,C6416-CSE,C2062-CSE,C8772-IT,C9846-ME,C7151-ME,C2996-ME,C1899-ME,C5479-IC,C5989-EE,C1899-EE
E0507,C6706-IT,C8611-CSE,C9356-ME,C7951-ME,C2996-EC,C9416-EC,C4953-ME,C9225-EE,C1899-EE,C9143-ICT
E0289,C7198-CSE,C5049-ME,C8426-IT,C9356-ME,C1648-EC,C5583-ME,C2165-ME,C9225-CH,C8198-EE,C5989-ICT
E1252,C9416-ME,C3799-IT,C3971-ME,C5602-EC,C3900-ME,C6679-EC,C4922-ME,C8198-IC,C8200-CH,C1902-ICT
E8199,C2002-CSE,C9670-ME,C5583-CSE,C4650-EC,C6706-EC,C1961-ME,C9038-EC,C2002-CH,C8405-EE,C7951-CH
E0782,C4852-CSE,C8426-ME,C8200-EC,C2051-ME,C4650-EC,C1961-EC,C2002-EC,C7071-IC,C6525-EE,C5132-ICT
E4428,C6706-CSE,C3971-IT,C9416-CSE,C7151-ME,C1282-ME,C9846-ME,C7071-ME,C5302-CH,C3900-ICT,C8426-IC
E1565,C5602-ME,C5588-ME,C4650-ME,C2996-EC,C4083-EC,C6525-EC,C1745-EC,C3305-EE,C5479-IC,C5019-IC
E3036,C9557-IT,C8852-CSE,C3397-ME,C5588-ME,C6679-EC,C4515-EC,C9143-ME,C9143-EE,C1961-EE,C1648-IC
E2169,C8198-CSE,C7343-ME,C7128-CSE,C1902-EC,C5207-ME,C9038-EC,C6706-ME,C2996-ICT,C3971-ICT,C1902-CH
E9167,C8772-ME,C2062-IT,C5302-ME,C2165-ME,C9590-ME,C2165-ME,C3232-EC,C2458-CH,C7198-EE,C3397-ICT
E0898,C7128-CSE,C5989-ME,C2558-CSE,C9590-EC,C2996-ME,C7748-ME,C9120-ME,C7937-IC,C7134-IC,C2051-IC
E4400,C7748-CSE,C8852-IT,C2558-EC,C3232-ME,C7128-EC,C7151-ME,C9143-ME,C9416-CH,C6073-IC,C6416-IC
E4254,C9739-IT,C4852-ME,C4083-ME,C9038-EC,C5207-EC,C7151-EC,C4885-EC,C2002-EE,C7937-IC,C7343-EE
E7303,C6698-IT,C2921-IT,C9670-IT,C9769-EC,C9038-EC,C6706-EC,C9277-ME,C8611-CH,C4852-CH,C1961-CH
E1872,C4922-IT,C8200-ME,C1745-ME,C2051-ME,C9277-EC,C3998-EC,C6792-ME,C9846-EE,C2547-CH,C2642-IC
E0068,C3971-CSE,C7479-CSE,C8200-ME,C9120-ME,C5602-ME,C5302-EC,C5602-EC,C5532-CH,C2558-EE,C6706-IC
E1887,C2921-IT,C5583-IT,C8426-ME,C1282-ME,C1961-EC,C5602-ME,C9277-ME,C8852-IC,C5479-IC,C4515-EE
E4182,C1282-IT,C2547-CSE,C1899-ME,C4885-EC,C5583-EC,C9120-ME,C7466-EC,C5602-ICT,C1282-CH,C5724-ICT
E1684,C9225-ME,C7134-IT,C2000-CSE,C8743-EC,C6525-EC,C9143-EC,C7128-EC,C6525-ICT,C7071-EE,C9557-CH
E8523,C4852-CSE,C5602-ME,C5207-ME,C2165-ME,C2996-EC,C5602-EC,C8426-EC,C2642-IC,C2996-ICT,C5588-EE
E9511,C5588-IT,C2558-CSE,C7466-ME,C3232-EC,C4083-EC,C6525-ME,C6416-ME,C2511-EE,C7343-ICT,C6679-ICT
E1233,C7748-CSE,C4852-IT,C9277-EC,C6679-EC,C2921-ME,C9038-EC,C9557-ME,C1899-IC,C3305-IC,C4650-ICT
E4506,C9670-CSE,C1899-IT,C2342-EC,C1961-EC,C7466-ME,C4000-EC,C5302-ME,C5602-EE,C5602-ICT,C8200-IC
E4620,C4515-IT,C1282-ME,C2002-CSE,C9277-EC,C8426-ME,C9670-ME,C9143-EC,C2547-CH,C7071-ICT,C3799-CH
E4164,C9277-ME,C5848-ME,C9080-EC,C6525-EC,C6792-EC,C9225-ME,C5019-ME,C2921-ICT,C9120-IC,C4650-EE
E0095,C4922-ME,C7134-IT,C3998-ME,C8772-ME,C2165-EC,C7906-ME,C9557-ME,C3799-CH,C4885-CH,C4000-IC
E5459,C9590-ME,C9846-ME,C2165-IT,C9143-ME,C9356-ME,C1961-ME,C2921-ME,C4953-EE,C6301-ICT,C8852-EE
E5583,C9769-ME,C9670-ME,C8743-CSE,C1961-ME,C4515-EC,C9751-EC,C9751-EC,C9846-ICT,C2165-ICT,C8426-CH
E1466,C5049-CSE,C3973-CSE,C9670-ME,C8772-EC,C1648-ME,C4650-EC,C3232-EC,C8611-ICT,C3397-CH,C4922-IC
E8813,C6525-IT,C9277-ME,C2002-CSE,C4566-ME,C2165-ME,C4083-EC,C7748-EC,C4083-EE,C4852-ICT,C8200-CH
E0900,C5583-ME,C4070-CSE,C1961-ME,C4083-EC,C7343-EC,C7479-EC,C6301-ME,C6679-IC,C9120-CH,C3232-CH
E4951,C4885-IT,C5207-IT,C8405-ME,C1648-EC,C1648-ME,C5602-EC,C5583-ME,C8743-CH,C9670-ICT,C2921-EE
E2526,C9846-IT,C9846-CSE,C7906-CSE,C3305-EC,C7343-EC,C4070-EC,C3232-ME,C1648-IC,C3998-ICT,C1648-ICT
E9886,C8813-CSE,C8611-ME,C1282-ME,C4695-ME,C3799-EC,C7937-EC,C5848-EC,C9670-EE,C6792-IC,C9557-IC
E8168,C9557-ME,C5302-CSE,C3971-ME,C8426-EC,C7071-ME,C3397-ME,C9557-ME,C6706-CH,C2547-EE,C7937-EE
E9133,C7951-CSE,C8426-ME,C1961-IT,C4070-ME,C2642-EC,C9120-ME,C2511-ME,C1282-CH,C1282-CH,C8852-IC
E7008,C5848-IT,C2051-ME,C6706-EC,C9557-ME,C2002-EC,C6525-ME,C9751-ME,C9277-IC,C4852-EE,C4000-EE
E3159,C4953-CSE,C7343-CSE,C4515-EC,C6792-EC,C5848-ME,C2642-EC,C3900-ME,C2921-CH,C6301-EE,C4953-CH
E6066,C1282-IT,C8203-CSE,C9356-EC,C1282-ME,C8813-EC,C2547-ME,C5207-ME,C1961-EE,C7151-CH,C1282-EE
E3566,C7134-ME,C2051-CSE,C6073-ME,C8403-EC,C6706-EC,C9143-EC,C3998-EC,C4922-IC,C6525-EE,C5532-ICT
E3920,C8426-ME,C1282-ME,C7151-ME,C1282-ME,C3971-EC,C6525-EC,C7466-ME,C9670-IC,C1282-CH,C9590-CH
E8196,C5588-ME,C3973-ME,C2000-ME,C6706-EC,C2062-EC,C9751-EC,C8743-EC,C7937-ICT,C6525-CH,C9769-CH
E9436,C4852-IT,C9590-IT,C8426-EC,C7937-ME,C8200-EC,C5019-EC,C2558-EC,C4695-CH,C9846-ICT,C6416-ICT
E8458,C3397-ME,C6706-ME,C3305-IT,C8203-EC,C1899-ME,C7937-ME,C9143-EC,C5019-ICT,C8203-IC,C2000-CH
E6206,C9080-IT,C2051-CSE,C6525-EC,C5302-EC,C5588-ME,C9557-ME,C8203-ME,C5132-IC,C5602-IC,C6792-CH
E1295,C7071-IT,C5989-ME,C8743-IT,C6073-EC,C4953-EC,C2165-ME,C9225-ME,C9225-CH,C3998-EE,C5302-EE
E5696,C2062-ME,C4650-IT,C3397-EC,C1902-EC,C2921-EC,C9356-ME,C7479-EC,C5989-IC,C5132-EE,C6792-IC
E8488,C5989-CSE,C1282-IT,C9416-EC,C9590-EC,C8405-ME,C7937-ME,C8203-ME,C2458-IC,C5479-ICT,C6525-ICT
E6063,C2921-CSE,C9080-ME,C6698-IT,C3232-EC,C1745-EC,C9751-ME,C1745-EC,C4885-ICT,C4083-ICT,C9846-IC
E2051,C9846-IT,C6679-IT,C7479-IT,C7906-ME,C8743-ME,C4953-ME,C2996-EC,C8405-IC,C9739-CH,C7343-CH
E8139,C3397-CSE,C1282-IT,C4000-EC,C6706-ME,C2165-ME,C3900-ME,C4070-EC,C3397-IC,C3397-ICT,C4000-ICT
E4980,C1282-CSE,C8203-CSE,C9739-ME,C6525-ME,C4650-ME,C4515-EC,C7466-ME,C3998-ICT,C5019-ICT,C3971-ICT
E2177,C7479-ME,C5479-CSE,C3232-EC,C8772-EC,C4922-EC,C5848-EC,C9739-ME,C9120-IC,C2921-EE,C9557-CH
E0197,C3971-IT,C6679-IT,C2511-ME,C7748-ME,C5848-ME,C8403-EC,C7128-EC,C6792-CH,C7071-EE,C5302-IC
E1478,C7198-CSE,C4885-IT,C5602-ME,C8813-EC,C2511-ME,C8198-ME,C8200-EC,C2342-IC,C6698-CH,C5989-EE
E5628,C6301-ME,C5049-ME,C7071-IT,C7128-ME,C5588-EC,C4885-EC,C2342-EC,C2921-IC,C4650-ICT,C3998-CH
E9043,C8405-IT,C7479-ME,C7466-ME,C9769-EC,C7951-ME,C8772-ME,C7479-ME,C5583-IC,C4000-IC,C2342-EE
E2986,C9670-CSE,C8852-CSE,C8405-ME,C3799-EC,C3232-ME,C9120-ME,C7906-ME,C9896-ICT,C3971-EE,C9356-EE
E1487,C2165-CSE,C9846-IT,C2511-ME,C2642-EC,C8426-EC,C6525-ME,C1648-ME,C2458-EE,C2342-IC,C7937-EE
E0648,C4083-ME,C4695-CSE,C2996-IT,C2547-ME,C8743-EC,C7466-ME,C9080-ME,C1282-EE,C1648-ICT,C8813-ICT
E3995,C6525-CSE,C8772-ME,C2051-ME,C5583-ME,C7748-ME,C9846-ME,C3900-ME,C8813-ICT,C6073-ICT,C8813-CH
E8626,C2547-ME,C9277-IT,C7128-ME,C2547-ME,C8743-ME,C2558-ME,C5583-ME,C4083-ICT,C2000-CH,C5583-IC
E8028,C9670-CSE,C2051-CSE,C9896-IT,C9670-EC,C2165-EC,C4650-ME,C2062-ME,C7479-IC,C9590-CH,C5588-ICT
E5777,C9590-CSE,C3305-ME,C8405-ME,C9590-EC,C1899-EC,C2342-EC,C2642-ME,C1674-CH,C3900-CH,C7466-IC
E3198,C7748-IT,C5583-CSE,C2642-IT,C6698-ME,C3971-ME,C3998-ME,C7748-EC,C8426-EE,C2342-ICT,C2000-CH
E4508,C4885-CSE,C5532-ME,C2062-CSE,C2642-ME,C9896-ME,C7748-ME,C5132-EC,C4083-EE,C3971-ICT,C2996-ICT
E6658,C5588-IT,C8198-ME,C1282-IT,C7128-ME,C4852-ME,C9769-EC,C2165-EC,C3305-ICT,C8743-EE,C8198-ICT
E2315,C3397-ME,C9670-IT,C5302-ME,C1745-EC,C3900-ME,C2342-EC,C2051-ME,C3397-ICT,C9739-ICT,C2996-EE
E6301,C5019-ME,C4953-CSE,C3397-IT,C9670-ME,C6706-ME,C9590-EC,C4885-EC,C8772-EE,C1674-ICT,C5724-EE
E8451,C5602-ME,C6679-ME,C8813-CSE,C9277-EC,C3232-ME,C9038-EC,C6698-ME,C8203-EE,C3232-EE,C7071-CH
E9802,C9751-IT,C7479-ME,C2547-ME,C9143-ME,C8405-EC,C5532-ME,C9356-EC,C2547-CH,C1899-IC,C7134-IC
E5649,C1961-IT,C9590-CSE,C7151-ME,C9557-ME,C4953-ME,C2511-EC,C3799-EC,C6792-IC,C7128-CH,C2062-ICT
E9963,C9670-IT,C2062-ME,C2642-IT,C4083-ME,C1745-ME,C5049-ME,C5588-ME,C9356-ICT,C9769-ICT,C5848-IC
E7221,C2921-ME,C4885-CSE,C4070-CSE,C6679-ME,C1745-EC,C7128-ME,C6792-EC,C5302-ICT,C5848-ICT,C8198-EE
E1240,C5132-IT,C7071-ME,C7466-CSE,C9557-ME,C7479-EC,C4650-ME,C8405-ME,C6679-ICT,C7906-IC,C1674-CH
E1955,C7198-IT,C6301-IT,C8426-ME,C7134-ME,C2342-EC,C2996-ME,C9590-ME,C9769-ICT,C1282-ICT,C8611-ICT
E5921,C9225-ME,C1674-CSE,C1899-ME,C8198-ME,C6792-EC,C1902-EC,C3305-EC,C3305-ICT,C7937-IC,C5989-ICT
E9782,C4000-IT,C4953-ME,C7134-CSE,C7071-ME,C7343-ME,C2062-EC,C6706-ME,C2921-EE,C9769-EE,C4922-EE
E8157,C9590-CSE,C8203-CSE,C1902-ME,C9416-ME,C8405-EC,C5989-EC,C3305-ME,C7128-IC,C1961-CH,C7937-ICT
E1939,C3799-CSE,C6301-ME,C7479-CSE,C8403-EC,C9670-ME,C2165-EC,C8772-ME,C9416-CH,C6416-CH,C6706-IC
E9437,C5049-ME,C7134-ME,C3799-IT,C1902-ME,C7128-EC,C7479-EC,C9225-ME,C3998-ICT,C5588-CH,C7937-IC
E6849,C4083-ME,C6698-CSE,C5588-EC,C5302-EC,C6073-EC,C9557-ME,C4083-ME,C6679-ICT,C5989-ICT,C6706-EE
E9075,C9896-IT,C9120-ME,C4070-EC,C6679-EC,C5989-EC,C2458-EC,C6706-EC,C1282-IC,C5532-EE,C9225-IC
E3167,C5602-ME,C7071-IT,C3998-EC,C1745-EC,C1648-EC,C7479-ME,C5302-ME,C9143-ICT,C6073-IC,C5019-IC
E6080,C2511-IT,C5019-ME,C8200-ME,C6679-EC,C7134-ME,C5049-ME,C7748-EC,C1961-CH,C3971-IC,C9080-IC
E1119,C1282-ME,C4852-ME,C2921-ME,C9038-EC,C4070-EC,C9356-EC,C9416-ME,C1674-ICT,C3799-ICT,C3998-CH
E6225,C6698-IT,C7906-ME,C6073-ME,C9416-ME,C1745-EC,C9751-EC,C5302-EC,C5588-EE,C4566-IC,C8200-IC
E1779,C7071-CSE,C4083-IT,C6525-CSE,C5848-EC,C8426-ME,C1961-EC,C3998-ME,C7748-ICT,C8852-ICT,C1745-ICT
E5594,C7937-CSE,C6525-IT,C9356-EC,C2996-EC,C9751-EC,C5848-EC,C2165-EC,C6792-ICT,C4852-ICT,C8852-EE
E2560,C4922-IT,C9038-CSE,C5989-CSE,C1961-EC,C5588-ME,C1902-ME,C7343-ME,C8203-EE,C8198-IC,C3305-IC
E3185,C3232-CSE,C8403-CSE,C2002-CSE,C5207-EC,C4083-EC,C3397-ME,C9416-EC,C9416-EE,C9557-ICT,C8743-EE
E9290,C2051-CSE,C5989-IT,C5479-IT,C5989-EC,C9590-ME,C1899-EC,C3305-ME,C2051-EE,C2547-EE,C5207-EE
E2836,C9739-IT,C2342-IT,C7951-ME,C7343-EC,C4070-ME,C6698-ME,C8611-ME,C8203-EE,C9120-ICT,C7128-IC
E6874,C6301-CSE,C9143-ME,C9143-ME,C2165-ME,C2051-ME,C1648-EC,C6679-ME,C2642-EE,C7748-IC,C6706-IC
E8688,C3971-ME,C6416-ME,C4070-ME,C8611-ME,C4070-EC,C5989-ME,C6698-ME,C8200-EE,C2921-CH,C3973-CH
E7483,C2547-CSE,C8611-CSE,C7151-CSE,C3998-EC,C7937-ME,C7343-ME,C5532-ME,C2547-CH,C3971-EE,C6525-IC
E1621,C3305-CSE,C2062-IT,C9080-IT,C5588-EC,C5019-ME,C3971-EC,C3397-ME,C7906-CH,C6679-ICT,C6679-IC
E5787,C8403-CSE,C1745-IT,C2996-ME,C4885-EC,C4922-EC,C2062-EC,C3998-ME,C8772-EE,C8426-CH,C9670-ICT
E4932,C6416-CSE,C6525-ME,C8611-IT,C9670-EC,C7748-EC,C4885-EC,C2511-EC,C9277-IC,C4953-CH,C4566-CH
E6770,C5049-CSE,C7198-ME,C4922-IT,C6525-EC,C6679-ME,C2342-ME,C1745-ME,C4953-EE,C9739-ICT,C3971-ICT
E5053,C7134-CSE,C2458-IT,C5049-ME,C2458-EC,C9356-EC,C5989-ME,C9416-ME,C5207-ICT,C6301-EE,C7071-IC
E2505,C3397-ME,C3900-CSE,C9557-ME,C9769-EC,C3799-EC,C3973-ME,C9416-ME,C5583-EE,C2642-EE,C8405-IC
E2314,C3971-ME,C2051-IT,C5989-EC,C8426-EC,C5302-EC,C4885-EC,C4650-ME,C4515-EE,C5132-EE,C7906-CH
E4912,C2002-CSE,C7151-IT,C9751-EC,C6301-ME,C9277-EC,C2458-EC,C5588-ME,C8403-EE,C7937-EE,C9557-ICT
E5286,C9557-IT,C3397-ME,C7906-ME,C5989-EC,C4650-ME,C2547-ME,C4566-ME,C8198-ICT,C8198-ICT,C4650-ICT
E2434,C3998-IT,C2000-ME,C5207-ME,C7937-ME,C9670-ME,C3973-ME,C7466-EC,C8200-EE,C7343-ICT,C8743-IC
E6167,C9739-CSE,C4852-ME,C8743-ME,C2921-ME,C5207-EC,C1899-EC,C6073-EC,C9896-CH,C7128-ICT,C2642-EE
E2283,C1902-ME,C5207-ME,C9751-ME,C1648-EC,C5989-EC,C9080-EC,C7198-ME,C9769-EE,C9225-CH,C4922-IC
E0016,C5583-CSE,C7128-IT,C2558-CSE,C5302-ME,C3397-ME,C7748-EC,C9120-ME,C2458-ICT,C1282-ICT,C3973-IC
E1953,C1674-CSE,C7937-CSE,C9557-CSE,C3799-EC,C5602-EC,C8403-EC,C3305-EC,C1899-EE,C7151-ICT,C9557-EE
E9774,C6525-CSE,C7906-ME,C9896-EC,C2002-ME,C3971-ME,C2165-ME,C2342-EC,C2996-EE,C5302-CH,C9225-IC
E2633,C9590-ME,C2511-IT,C6073-ME,C8426-ME,C4650-EC,C3973-ME,C4070-EC,C1902-CH,C7128-CH,C7951-CH
E1700,C1902-IT,C5583-CSE,C1648-CSE,C8426-EC,C5532-ME,C1648-EC,C2547-ME,C1648-CH,C6792-EE,C5602-IC
E9253,C5588-ME,C2921-ME,C3305-EC,C1282-ME,C5588-EC,C2642-EC,C8772-ME,C5479-EE,C5848-IC,C6416-IC
E5141,C2511-IT,C9120-ME,C8198-ME,C5207-ME,C9277-EC,C2002-EC,C8203-EC,C5207-EE,C6679-ICT,C2000-CH
E1634,C9846-ME,C1282-CSE,C9416-ME,C1961-EC,C3973-ME,C7128-ME,C6416-ME,C2342-ICT,C9356-CH,C8852-CH
E5608,C3971-IT,C7071-CSE,C7071-IT,C9590-EC,C7071-ME,C7937-EC,C5019-ME,C1745-ICT,C5479-ICT,C9277-IC
E1208,C9557-IT,C1648-ME,C3232-ME,C9120-ME,C9416-ME,C7937-EC,C9080-EC,C3971-IC,C8426-ICT,C1899-EE
E1732,C1648-ME,C8611-IT,C9080-ME,C5583-ME,C7479-EC,C1961-EC,C5019-EC,C2062-IC,C9670-CH,C7134-IC
