Enrollmentno,sub1,sub2,sub3,sub4,sub5,Total,Rank
E5828,50,57,78,78,48,311,8389
E0630,59,64,54,60,74,311,8390
E9645,47,59,77,49,79,311,8391
E4059,42,78,70,77,44,311,8392
E3770,44,53,79,79,56,311,8393
E5911,66,91,54,40,60,311,8394
E4826,52,48,79,77,55,311,8395
E6693,69,52,60,58,72,311,8396
E2274,43,82,99,43,44,311,8397
E1283,71,44,61,53,82,311,8398
E0199,94,83,42,52,40,311,8399
E6079,45,44,78,92,52,311,8400
E3022,53,58,64,68,68,311,8401
E1457,40,86,44,49,92,311,8402
E6499,71,83,61,46,50,311,8403
E9710,76,80,60,46,49,311,8404
E7750,92,53,70,45,51,311,8405
E8530,59,54,93,61,44,311,8406
E4079,41,78,44,100,48,311,8407
E7016,67,70,45,84,45,311,8408
E1313,40,46,92,43,90,311,8409
E2673,78,76,57,40,60,311,8410
E4554,58,52,74,67,60,311,8411
E4382,82,74,51,51,53,311,8412
E6452,69,49,46,81,66,311,8413
E0517,88,52,75,41,55,311,8414
E2087,59,47,67,92,46,311,8415
E1811,67,78,62,52,52,311,8416
E9992,59,44,89,47,72,311,8417
E4978,63,74,65,54,55,311,8418
E2304,86,67,49,58,51,311,8419
E8027,50,62,47,98,53,310,8420
E0514,49,89,46,64,62,310,8421
E2157,51,65,41,53,100,310,8422
E7443,50,59,46,55,100,310,8423
E9854,42,62,48,65,93,310,8424
E8287,85,66,50,61,48,310,8425
E3163,41,54,62,76,77,310,8426
E4883,40,69,67,52,82,310,8427
E5390,76,62,51,78,43,310,8428
E6746,40,53,42,88,87,310,8429
E9448,82,45,54,69,60,310,8430
E9916,56,41,70,95,48,310,8431
E1196,56,100,50,56,48,310,8432
E9115,60,71,49,42,88,310,8433
E9429,55,93,57,47,58,310,8434
E4442,74,45,68,76,47,310,8435
E0715,64,40,66,72,68,310,8436
E4093,44,49,86,85,46,310,8437
E9575,50,87,87,42,44,310,8438
E0764,47,60,87,43,73,310,8439
E3726,45,55,82,50,78,310,8440
E2165,47,78,49,65,71,310,8441
E9121,88,43,53,63,63,310,8442
E2750,49,92,40,75,54,310,8443
E2460,40,68,49,85,68,310,8444
E2083,57,83,62,67,41,310,8445
E7422,100,52,76,41,41,310,8446
E6618,58,46,68,42,96,310,8447
E0899,52,66,79,68,45,310,8448
E8536,49,89,48,44,80,310,8449
E8877,51,69,41,71,78,310,8450
E8025,42,70,70,55,73,310,8451
E6795,73,47,56,40,94,310,8452
E1255,58,49,74,52,77,310,8453
E0723,77,50,48,63,72,310,8454
E5882,57,55,83,41,74,310,8455
E1085,77,53,68,72,40,310,8456
E2088,59,62,40,78,71,310,8457
E4904,69,60,44,65,72,310,8458
E4856,48,50,71,65,76,310,8459
E9519,46,63,91,65,45,310,8460
E1796,42,84,52,54,78,310,8461
E4476,59,85,43,63,60,310,8462
E3014,80,41,99,42,48,310,8463
E7988,54,56,74,86,40,310,8464
E4905,76,89,44,59,42,310,8465
E0280,84,61,50,49,66,310,8466
E1340,46,56,84,48,76,310,8467
E4756,55,58,80,46,71,310,8468
E6185,55,44,79,84,48,310,8469
E6292,65,41,47,88,69,310,8470
E6143,42,63,60,63,82,310,8471
E6072,92,47,81,43,47,310,8472
E7118,49,55,47,95,64,310,8473
E7293,87,58,51,63,51,310,8474
E8054,55,93,48,60,54,310,8475
E4311,54,78,47,61,70,310,8476
E5460,41,76,64,41,88,310,8477
E2343,92,51,82,40,45,310,8478
E3315,72,48,54,95,41,310,8479
E6245,79,43,81,62,45,310,8480
E8485,62,41,75,77,55,310,8481
E2236,72,49,55,40,94,310,8482
E9329,55,86,60,59,50,310,8483
E6367,94,47,54,64,50,309,8484
E2115,52,50,44,89,74,309,8485
E3758,43,84,42,85,55,309,8486
E2885,40,40,94,87,48,309,8487
E0078,80,71,68,48,42,309,8488
E7935,51,65,47,69,77,309,8489
E0211,94,62,43,59,51,309,8490
E6896,61,40,92,57,59,309,8491
E2975,75,73,71,41,49,309,8492
E6090,64,51,61,60,73,309,8493
E5884,80,53,60,64,52,309,8494
E6706,51,58,45,96,59,309,8495
E2973,96,82,43,40,48,309,8496
E5625,90,51,46,79,43,309,8497
E1982,72,89,49,58,41,309,8498
E5458,59,53,65,60,72,309,8499
E7095,49,43,91,43,83,309,8500
E4720,66,70,52,49,72,309,8501
E2450,42,55,71,85,56,309,8502
E5413,58,94,51,51,55,309,8503
E0244,58,63,51,97,40,309,8504
E7896,51,80,45,50,83,309,8505
E5653,79,49,63,60,58,309,8506
E5607,60,48,89,57,55,309,8507
E9892,47,67,93,45,57,309,8508
E0048,75,60,68,65,41,309,8509
E9607,56,75,45,85,48,309,8510
E6523,46,54,61,70,78,309,8511
E3633,40,53,44,99,73,309,8512
E0428,48,82,73,46,60,309,8513
E2534,62,42,73,78,54,309,8514
E4510,47,63,40,75,84,309,8515
E5382,86,44,60,79,40,309,8516
E9078,81,50,74,55,49,309,8517
E8762,46,48,67,55,93,309,8518
E8929,55,80,47,73,54,309,8519
E8627,66,40,72,85,46,309,8520
E3996,52,73,84,54,46,309,8521
E9638,75,63,69,48,54,309,8522
E4318,64,59,49,67,70,309,8523
E2107,86,71,40,46,66,309,8524
E7117,84,51,50,70,54,309,8525
E8630,65,57,91,42,54,309,8526
E0656,45,42,94,52,76,309,8527
E3443,56,57,82,65,49,309,8528
E7510,42,85,73,48,61,309,8529
E6270,50,43,83,47,86,309,8530
E3225,51,49,75,58,76,309,8531
E6940,75,71,42,79,42,309,8532
E4272,96,41,45,52,75,309,8533
E5705,58,41,54,89,67,309,8534
E6078,49,90,49,72,49,309,8535
E5163,68,49,55,63,74,309,8536
E9107,72,56,77,60,44,309,8537
E8746,70,73,43,83,40,309,8538
E5768,93,44,83,44,45,309,8539
E9866,69,76,42,72,50,309,8540
E2825,85,58,48,77,41,309,8541
E6326,41,67,62,77,62,309,8542
E1491,78,55,41,67,68,309,8543
E8487,41,89,45,89,44,308,8544
E9549,45,60,53,69,81,308,8545
E9971,72,41,92,56,47,308,8546
E2709,62,71,69,43,63,308,8547
E5257,84,50,47,67,60,308,8548
E4080,73,93,52,48,42,308,8549
E6686,85,42,55,79,47,308,8550
E7670,53,77,48,83,47,308,8551
E9768,47,40,73,95,53,308,8552
E5907,57,79,49,71,52,308,8553
E1608,98,42,47,62,59,308,8554
E3662,65,86,52,62,43,308,8555
E2562,58,54,62,65,69,308,8556
E4320,54,77,61,70,46,308,8557
E6132,64,66,70,65,43,308,8558
E2902,40,49,94,69,56,308,8559
E8768,49,57,60,84,58,308,8560
E1756,66,90,46,65,41,308,8561
E6529,81,61,43,61,62,308,8562
E2426,81,87,43,53,44,308,8563
E6816,57,63,44,84,60,308,8564
E0382,67,84,40,46,71,308,8565
E9647,55,54,42,68,89,308,8566
E0226,75,61,50,61,61,308,8567
E2495,58,65,75,45,65,308,8568
E8141,52,58,41,86,71,308,8569
E7736,43,64,67,81,53,308,8570
E1910,50,49,87,45,77,308,8571
E1215,40,86,70,61,51,308,8572
E3543,79,64,46,77,42,308,8573
E3671,48,77,54,71,58,308,8574
E2609,54,65,56,80,53,308,8575
E5348,54,92,47,51,64,308,8576
E5087,44,82,52,81,49,308,8577
E0194,88,42,87,41,50,308,8578
E5790,68,82,45,59,54,308,8579
E0458,72,78,47,41,70,308,8580
E8174,87,48,46,74,53,308,8581
E5496,48,73,54,61,72,308,8582
E4609,41,86,74,46,61,308,8583
E5517,51,59,60,58,80,308,8584
E0683,57,74,64,58,55,308,8585
E6607,75,74,49,57,53,308,8586
E6175,69,44,98,57,40,308,8587
E9076,43,54,96,44,71,308,8588
E1163,66,64,42,91,45,308,8589
E6074,41,51,55,96,65,308,8590
E6913,76,64,49,43,75,307,8591
E0987,43,50,56,97,61,307,8592
E5674,47,68,45,85,62,307,8593
E2957,66,59,80,60,42,307,8594
E6162,72,61,41,72,61,307,8595
E9979,47,62,58,86,54,307,8596
E7331,66,78,67,54,42,307,8597
E7206,72,78,62,42,53,307,8598
E0094,84,47,53,44,79,307,8599
E9175,56,65,60,68,58,307,8600
E1225,65,46,41,56,99,307,8601
E4405,84,52,64,62,45,307,8602
E5069,73,53,44,94,43,307,8603
E5148,47,57,57,61,85,307,8604
E1740,96,56,42,73,40,307,8605
E8862,53,57,58,68,71,307,8606
E5728,73,59,53,82,40,307,8607
E4275,58,61,73,75,40,307,8608
E3846,57,57,48,80,65,307,8609
E0155,57,40,83,42,85,307,8610
E3124,71,66,51,52,67,307,8611
E7902,53,64,40,60,90,307,8612
E2598,79,60,68,46,54,307,8613
E6899,78,77,69,40,43,307,8614
E1965,79,41,47,74,66,307,8615
E0795,55,47,66,47,92,307,8616
E2376,62,81,54,66,44,307,8617
E1101,79,69,55,62,42,307,8618
E6984,43,67,44,92,61,307,8619
E0192,46,69,55,42,95,307,8620
E5762,48,91,40,83,45,307,8621
E8198,56,61,97,44,49,307,8622
E9713,86,46,58,58,59,307,8623
E8493,57,71,86,52,41,307,8624
E3051,67,62,52,58,68,307,8625
E7851,76,66,65,57,43,307,8626
E3840,81,66,48,40,72,307,8627
E7203,82,52,40,55,78,307,8628
E8462,67,69,76,41,54,307,8629
E8917,49,67,90,51,50,307,8630
E9547,72,82,56,56,41,307,8631
E7992,58,58,46,95,50,307,8632
E3472,55,97,66,48,41,307,8633
E1518,46,69,64,74,54,307,8634
E9588,71,62,43,67,64,307,8635
E4766,60,97,56,47,47,307,8636
E6400,43,56,52,61,95,307,8637
E0954,59,51,65,46,86,307,8638
E6490,92,52,55,49,59,307,8639
E9668,68,82,40,44,73,307,8640
E9690,67,91,45,59,45,307,8641
E4333,42,61,80,58,66,307,8642
E6468,85,63,40,55,64,307,8643
E3991,93,47,64,51,52,307,8644
E4726,54,54,73,76,50,307,8645
E5142,78,65,67,40,57,307,8646
E5963,77,54,43,69,64,307,8647
E6397,44,47,71,96,49,307,8648
E0007,41,71,79,66,50,307,8649
E3801,43,67,60,71,66,307,8650
E6897,52,50,40,100,65,307,8651
E2731,51,92,53,63,48,307,8652
E4917,62,54,59,57,74,306,8653
E5201,62,86,55,57,46,306,8654
E8375,64,75,48,76,43,306,8655
E3165,81,42,56,51,76,306,8656
E2547,54,59,58,47,88,306,8657
E0904,42,41,65,96,62,306,8658
E9407,77,62,59,48,60,306,8659
E6869,59,44,64,87,52,306,8660
E2995,42,81,41,46,96,306,8661
E3923,48,73,79,56,50,306,8662
E9626,48,57,68,92,41,306,8663
E7005,70,69,71,56,40,306,8664
E2627,87,59,45,50,65,306,8665
E6497,64,62,55,42,83,306,8666
E1983,81,61,52,72,40,306,8667
E4117,65,69,51,64,57,306,8668
E5542,69,62,71,58,46,306,8669
E8068,47,68,98,50,43,306,8670
E3341,76,49,62,56,63,306,8671
E2063,80,46,98,42,40,306,8672
E3922,42,45,82,80,57,306,8673
E6462,86,49,56,57,58,306,8674
E7980,67,51,50,95,43,306,8675
E9047,44,44,92,51,75,306,8676
E9536,56,74,91,44,41,306,8677
E5307,43,67,65,57,74,306,8678
E5117,81,44,49,81,51,306,8679
E5203,57,48,76,73,52,306,8680
E4795,52,56,58,83,57,306,8681
E8073,46,87,65,48,60,306,8682
E8026,44,84,75,47,56,306,8683
E0457,57,61,74,52,62,306,8684
E4143,68,57,44,88,49,306,8685
E6415,59,78,44,56,69,306,8686
E4307,52,84,64,50,56,306,8687
E0912,67,50,76,47,66,306,8688
E3774,64,68,40,88,46,306,8689
E3327,81,45,57,43,80,306,8690
E5448,42,42,82,81,59,306,8691
E7019,52,63,89,52,50,306,8692
E1823,40,52,71,76,67,306,8693
E1124,51,61,50,74,70,306,8694
E1382,55,87,49,57,58,306,8695
E0088,42,69,87,53,55,306,8696
E4268,71,48,63,58,66,306,8697
E4288,59,82,51,50,64,306,8698
E4634,72,49,67,78,40,306,8699
E0400,87,49,61,61,48,306,8700
E4439,44,54,71,96,40,305,8701
E6097,57,96,60,46,46,305,8702
E5673,58,74,78,50,45,305,8703
E6258,97,50,72,46,40,305,8704
E2114,47,71,44,59,84,305,8705
E6024,96,65,54,50,40,305,8706
E2312,47,57,74,67,60,305,8707
E0029,51,100,42,48,64,305,8708
E5256,86,47,65,54,53,305,8709
E4737,65,55,48,41,96,305,8710
E6880,68,55,41,99,42,305,8711
E1668,67,51,85,48,54,305,8712
E2689,44,98,44,73,46,305,8713
E8257,82,40,94,44,45,305,8714
E3216,55,47,74,78,51,305,8715
E1344,59,68,45,51,82,305,8716
E1239,83,42,68,52,60,305,8717
E0309,56,99,51,59,40,305,8718
E1325,52,77,50,86,40,305,8719
E2005,45,62,58,43,97,305,8720
E1993,51,65,44,78,67,305,8721
E7093,44,43,71,75,72,305,8722
E1862,40,50,63,77,75,305,8723
E9339,60,70,55,44,76,305,8724
E7352,49,57,45,67,87,305,8725
E9326,42,78,58,74,53,305,8726
E0490,92,41,86,41,45,305,8727
E4875,55,71,54,72,53,305,8728
E1547,43,40,69,76,77,305,8729
E10000,51,58,40,56,100,305,8730
E8941,70,79,68,42,46,305,8731
E1576,51,55,63,57,79,305,8732
E9918,71,67,46,81,40,305,8733
E2716,48,93,51,52,61,305,8734
E8197,51,49,79,42,84,305,8735
E5356,54,60,70,69,52,305,8736
E5103,54,69,60,57,65,305,8737
E4997,58,68,70,67,42,305,8738
E2509,58,50,73,72,52,305,8739
E0086,41,96,78,40,50,305,8740
E9305,63,68,46,61,67,305,8741
E5178,61,79,61,61,43,305,8742
E8781,49,77,48,63,68,305,8743
E9410,49,90,61,48,57,305,8744
E5357,58,58,84,45,60,305,8745
E4796,99,52,56,55,43,305,8746
E6728,62,72,44,42,85,305,8747
E8064,41,58,96,60,50,305,8748
E5745,50,83,47,68,57,305,8749
E8228,72,93,47,45,48,305,8750
E7032,51,64,42,92,55,304,8751
E4810,51,73,43,78,59,304,8752
E6635,51,57,100,52,44,304,8753
E7292,81,44,62,61,56,304,8754
E6927,78,51,81,50,44,304,8755
E6893,60,80,59,62,43,304,8756
E5041,85,42,62,48,67,304,8757
E0025,77,41,73,47,66,304,8758
E0811,74,40,66,53,71,304,8759
E4735,57,66,44,71,66,304,8760
E7566,98,49,51,56,50,304,8761
E4045,74,56,48,48,78,304,8762
E3262,62,61,54,72,55,304,8763
E3514,42,58,56,57,91,304,8764
E5897,86,48,44,81,45,304,8765
E4635,46,77,76,43,62,304,8766
E1302,51,51,94,43,65,304,8767
E3367,55,50,44,60,95,304,8768
E8273,42,95,63,51,53,304,8769
E5237,65,60,42,65,72,304,8770
E8207,72,45,55,50,82,304,8771
E9112,76,41,59,40,88,304,8772
E0992,79,58,80,41,46,304,8773
E7076,44,80,40,69,71,304,8774
E3795,40,81,85,53,45,304,8775
E1132,76,75,62,51,40,304,8776
E7621,69,41,79,59,56,304,8777
E1064,48,63,49,45,99,304,8778
E2036,84,58,57,58,47,304,8779
E2238,45,78,46,54,81,304,8780
E1508,78,40,50,72,64,304,8781
E6757,53,94,65,44,48,304,8782
E5217,85,56,72,42,49,304,8783
E6308,43,75,52,79,55,304,8784
E5689,88,71,43,58,44,304,8785
E2454,56,91,50,47,60,304,8786
E9003,57,63,60,77,47,304,8787
E7767,44,53,53,60,94,304,8788
E8443,58,51,74,68,53,304,8789
E3620,57,61,52,51,83,304,8790
E0691,48,41,49,95,71,304,8791
E7744,42,62,47,93,60,304,8792
E3626,48,73,46,72,65,304,8793
E2976,50,48,72,80,54,304,8794
E8021,83,52,44,61,64,304,8795
E4685,60,56,62,80,46,304,8796
E8167,72,47,64,46,75,304,8797
E5618,45,90,63,54,52,304,8798
E2971,68,54,71,45,66,304,8799
E6364,43,73,50,52,86,304,8800
E7582,93,61,51,43,56,304,8801
E8547,98,55,49,60,42,304,8802
E8932,78,73,41,42,70,304,8803
E9040,45,48,61,89,61,304,8804
E3043,57,63,54,55,75,304,8805
E1730,76,50,44,91,43,304,8806
E4403,65,53,91,50,45,304,8807
E4262,75,65,47,72,45,304,8808
E0274,88,49,60,47,60,304,8809
E3428,42,81,89,40,52,304,8810
E9495,81,55,69,57,42,304,8811
E3426,77,41,55,91,40,304,8812
E3575,41,81,63,62,57,304,8813
E4161,64,68,69,41,61,303,8814
E4869,42,51,90,49,71,303,8815
E6657,56,47,52,53,95,303,8816
E5771,63,41,73,85,41,303,8817
E4160,46,41,76,92,48,303,8818
E5013,56,77,51,62,57,303,8819
E6574,48,67,54,72,62,303,8820
E8591,58,52,56,72,65,303,8821
E5058,58,47,93,41,64,303,8822
E4686,96,46,59,51,51,303,8823
E2027,56,72,65,61,49,303,8824
E9211,40,74,58,91,40,303,8825
E7350,71,67,50,59,56,303,8826
E1010,59,54,42,94,54,303,8827
E9155,45,64,60,89,45,303,8828
E0441,95,44,43,78,43,303,8829
E0157,50,79,55,64,55,303,8830
E5755,64,99,48,40,52,303,8831
E3526,48,80,59,43,73,303,8832
E8728,65,58,66,40,74,303,8833
E2528,45,41,63,92,62,303,8834
E5729,40,85,72,63,43,303,8835
E0667,40,49,77,88,49,303,8836
E2102,56,43,91,57,56,303,8837
E5528,52,43,70,71,67,303,8838
E2076,53,64,84,50,52,303,8839
E1646,70,83,50,40,60,303,8840
E4914,60,78,43,77,45,303,8841
E9453,47,48,53,72,83,303,8842
E1945,51,55,96,57,44,303,8843
E3980,65,65,45,56,72,303,8844
E0058,79,40,66,60,58,303,8845
E8370,76,55,51,65,56,303,8846
E0486,43,44,90,46,80,303,8847
E1352,61,45,50,97,50,303,8848
E6898,53,85,59,62,44,303,8849
E3648,62,53,46,74,68,303,8850
E6571,49,53,57,92,52,303,8851
E7393,54,81,73,49,46,303,8852
E7845,43,49,61,55,95,303,8853
E9733,44,49,52,77,81,303,8854
E0677,57,41,49,69,87,303,8855
E0046,63,45,50,64,81,303,8856
E4485,96,42,43,80,42,303,8857
E3335,45,99,44,53,62,303,8858
E1038,59,41,74,74,55,303,8859
E9363,42,80,47,49,85,303,8860
E5887,78,54,63,45,63,303,8861
E9189,81,59,63,46,54,303,8862
E1858,99,40,49,54,61,303,8863
E2763,77,47,47,47,85,303,8864
E1200,53,95,45,41,69,303,8865
E3221,83,44,41,78,57,303,8866
E7323,61,56,67,77,42,303,8867
E7409,50,53,95,42,63,303,8868
E0090,82,46,65,40,69,302,8869
E3903,61,78,57,49,57,302,8870
E0971,41,84,41,47,89,302,8871
E1748,47,49,42,69,95,302,8872
E5224,58,78,50,71,45,302,8873
E0573,53,48,76,57,68,302,8874
E1635,57,49,60,94,42,302,8875
E9815,59,88,44,51,60,302,8876
E0023,89,46,64,50,53,302,8877
E2412,64,86,47,47,58,302,8878
E4073,90,65,53,45,49,302,8879
E4467,61,55,60,81,45,302,8880
E9239,54,47,89,60,52,302,8881
E1066,61,45,52,86,58,302,8882
E4809,46,57,73,70,56,302,8883
E3336,42,42,91,50,77,302,8884
E3204,60,46,50,88,58,302,8885
E0745,49,74,60,55,64,302,8886
E7739,55,74,64,63,46,302,8887
E8744,67,53,58,56,68,302,8888
E6360,58,66,42,91,45,302,8889
E3986,75,75,50,46,56,302,8890
E1920,63,56,71,62,50,302,8891
E0762,53,63,74,55,57,302,8892
E8782,64,46,93,52,47,302,8893
E9259,44,80,50,82,46,302,8894
E7976,41,72,53,94,42,302,8895
E8989,58,40,43,63,98,302,8896
E8864,64,51,73,56,58,302,8897
E8609,83,45,59,57,58,302,8898
E1922,45,51,49,65,92,302,8899
E4120,61,45,65,49,82,302,8900
E4821,42,42,98,70,50,302,8901
E2000,57,61,81,57,46,302,8902
E2295,43,75,53,54,77,302,8903
E2846,89,56,43,62,52,302,8904
E4702,43,54,54,99,52,302,8905
E0533,41,54,65,91,51,302,8906
E5139,43,98,41,68,52,302,8907
E4841,79,41,45,79,58,302,8908
E1918,53,75,43,49,82,302,8909
E2746,63,42,60,78,59,302,8910
E0470,84,60,46,68,44,302,8911
E3623,47,98,46,69,42,302,8912
E8595,48,42,76,74,62,302,8913
E2483,70,45,42,55,90,302,8914
E0689,67,40,94,40,61,302,8915
E2224,66,55,49,90,42,302,8916
E5368,49,74,51,49,79,302,8917
E2215,78,40,52,40,92,302,8918
E3961,52,77,46,42,85,302,8919
E0057,71,74,52,50,55,302,8920
E4027,68,42,60,43,89,302,8921
E3837,82,65,50,58,47,302,8922
E7172,51,66,41,79,65,302,8923
E0582,81,41,60,68,52,302,8924
E3907,67,66,60,53,56,302,8925
E8293,43,99,45,49,66,302,8926
E7218,87,41,42,43,89,302,8927
E4660,45,78,62,70,47,302,8928
E8878,47,97,54,60,44,302,8929
E4650,60,99,43,52,48,302,8930
E0337,48,62,56,69,66,301,8931
E8407,80,42,58,55,66,301,8932
E9664,72,40,54,64,71,301,8933
E7000,49,60,66,42,84,301,8934
E7141,74,79,46,47,55,301,8935
E3866,42,48,96,45,70,301,8936
E9414,89,57,51,51,53,301,8937
E8558,63,75,48,47,68,301,8938
E6202,45,74,45,54,83,301,8939
E8667,58,80,52,42,69,301,8940
E6062,56,64,62,64,55,301,8941
E4754,51,42,54,87,67,301,8942
E9398,92,55,60,52,42,301,8943
E1584,79,40,57,48,77,301,8944
E7580,50,72,80,44,55,301,8945
E9036,51,42,90,77,41,301,8946
E5589,58,41,46,89,67,301,8947
E0644,42,63,45,63,88,301,8948
E3069,59,65,45,80,52,301,8949
E3029,68,80,49,61,43,301,8950
E3969,54,73,79,46,49,301,8951
E4617,91,57,53,40,60,301,8952
E0440,47,64,62,76,52,301,8953
E7338,61,47,45,57,91,301,8954
E8058,40,65,78,70,48,301,8955
E3132,73,42,49,46,91,301,8956
E9413,70,85,44,49,53,301,8957
E5872,41,51,78,49,82,301,8958
E7967,62,52,48,89,50,301,8959
E3764,62,50,89,51,49,301,8960
E9697,41,62,58,89,51,301,8961
E1836,58,49,83,49,62,301,8962
E2738,69,74,73,43,42,301,8963
E0322,58,43,57,99,44,301,8964
E4989,74,47,59,57,64,301,8965
E1133,57,58,75,51,60,301,8966
E1559,58,62,69,51,61,301,8967
E7224,99,64,41,44,53,301,8968
E2398,58,50,79,49,65,301,8969
E8695,86,47,55,55,58,301,8970
E2521,60,64,58,41,78,301,8971
E3463,47,68,84,55,47,301,8972
E4586,81,45,70,46,59,301,8973
E6195,52,40,51,99,58,300,8974
E3115,66,42,71,70,51,300,8975
E8632,52,59,46,86,57,300,8976
E3265,70,60,57,45,68,300,8977
E7438,76,43,65,75,41,300,8978
E4077,85,56,74,42,43,300,8979
E1001,43,87,54,53,63,300,8980
E5461,88,51,57,43,61,300,8981
E1809,75,42,52,55,76,300,8982
E5297,43,65,89,62,41,300,8983
E5452,51,50,41,85,73,300,8984
E5512,61,59,88,50,42,300,8985
E6213,50,91,60,49,50,300,8986
E2143,49,67,53,43,88,300,8987
E0660,81,41,90,44,44,300,8988
E1427,62,41,59,52,86,300,8989
E6411,54,95,60,45,46,300,8990
E7158,47,60,51,91,51,300,8991
E5189,96,62,48,53,41,300,8992
E0331,80,56,46,76,42,300,8993
E1675,48,78,80,53,41,300,8994
E0312,54,52,53,72,69,300,8995
E1257,70,43,45,53,89,300,8996
E9057,46,40,71,84,59,300,8997
E4662,63,60,66,63,48,300,8998
E0033,47,57,94,54,48,300,8999
E6334,51,71,62,74,42,300,9000
E8906,69,69,77,45,40,300,9001
E3646,88,52,42,48,70,300,9002
E7893,50,62,89,54,45,300,9003
E7929,60,65,51,67,57,300,9004
E7047,48,48,86,64,54,300,9005
E4271,67,63,52,58,60,300,9006
E2247,73,63,49,67,48,300,9007
E7901,56,43,66,48,87,300,9008
E2229,61,54,59,71,55,300,9009
E4285,93,45,41,51,70,300,9010
E4076,56,45,47,72,80,300,9011
E5676,56,50,58,44,92,300,9012
E1339,69,79,59,41,52,300,9013
E6503,58,68,52,55,67,300,9014
E2089,58,66,64,58,54,300,9015
E1377,64,48,87,57,44,300,9016
E6330,55,62,56,83,44,300,9017
E1180,66,51,83,60,40,300,9018
E2963,50,42,68,53,87,300,9019
E9982,57,53,53,77,60,300,9020
E8933,56,44,55,58,87,300,9021
E1802,62,75,67,43,53,300,9022
E3179,98,70,41,47,44,300,9023
E8369,48,50,66,80,56,300,9024
E4563,48,67,71,45,68,299,9025
E7961,41,69,60,52,77,299,9026
E3939,45,73,67,49,65,299,9027
E3133,65,61,81,40,52,299,9028
E7601,58,56,59,73,53,299,9029
E5011,58,89,44,52,56,299,9030
E9797,52,71,79,42,55,299,9031
E9337,77,58,56,57,51,299,9032
E2879,62,70,62,50,55,299,9033
E3701,48,64,41,73,73,299,9034
E5234,83,64,54,44,54,299,9035
E0781,69,55,42,50,83,299,9036
E7385,59,42,42,98,58,299,9037
E2209,51,52,40,91,65,299,9038
E4599,87,57,50,58,47,299,9039
E8939,99,70,41,40,49,299,9040
E6640,94,53,47,42,63,299,9041
E8669,43,55,74,54,73,299,9042
E8608,63,56,70,59,51,299,9043
E7596,77,77,64,41,40,299,9044
E5847,46,93,45,60,55,299,9045
E8040,44,75,82,45,53,299,9046
E1365,53,47,47,92,60,299,9047
E5765,59,47,90,52,51,299,9048
E5698,40,69,42,52,96,299,9049
E6058,53,55,60,77,54,299,9050
E9949,50,64,81,47,57,299,9051
E8002,73,67,54,48,57,299,9052
E4748,47,61,74,57,60,299,9053
E5221,62,55,67,49,66,299,9054
E7864,66,46,43,60,84,299,9055
E1468,46,72,69,49,63,299,9056
E6703,68,42,61,49,79,299,9057
E3438,62,60,55,48,74,299,9058
E3933,51,58,67,49,74,299,9059
E6299,48,84,58,65,44,299,9060
E3576,40,59,59,73,68,299,9061
E9581,42,70,83,61,43,299,9062
E5473,46,100,43,51,59,299,9063
E0096,62,46,57,59,75,299,9064
E9139,61,43,62,85,48,299,9065
E8750,60,81,62,51,45,299,9066
E8085,41,94,45,73,46,299,9067
E0349,55,62,64,65,53,299,9068
E6715,92,51,46,56,54,299,9069
E3959,61,61,72,42,62,298,9070
E5597,72,65,44,54,63,298,9071
E4168,58,42,57,68,73,298,9072
E2395,82,65,66,44,41,298,9073
E4928,66,44,64,56,68,298,9074
E3567,56,61,87,51,43,298,9075
E6550,52,49,93,48,56,298,9076
E6890,44,62,57,94,41,298,9077
E3815,42,96,55,63,42,298,9078
E5196,58,40,55,46,99,298,9079
E7288,59,84,52,51,52,298,9080
E3885,76,43,60,46,73,298,9081
E7955,71,44,55,73,55,298,9082
E7332,60,46,40,91,61,298,9083
E6477,52,50,90,42,64,298,9084
E6232,80,47,50,40,81,298,9085
E7594,43,46,63,77,69,298,9086
E9760,64,77,41,57,59,298,9087
E8691,48,68,52,84,46,298,9088
E7717,59,62,52,62,63,298,9089
E2309,44,77,44,60,73,298,9090
E9411,40,70,53,92,43,298,9091
E0118,80,53,71,46,48,298,9092
E1673,42,99,57,42,58,298,9093
E9122,44,47,59,68,80,298,9094
E1271,71,58,54,44,71,298,9095
E3268,92,47,55,58,46,298,9096
E9140,59,81,46,55,57,298,9097
E1282,66,94,47,40,51,298,9098
E2554,67,40,81,47,63,298,9099
E5914,56,49,54,85,54,298,9100
E6637,54,44,96,46,58,298,9101
E6166,54,73,65,61,45,298,9102
E4499,53,41,65,89,49,297,9103
E2260,70,63,49,56,59,297,9104
E6975,59,40,40,72,86,297,9105
E3807,74,57,64,45,57,297,9106
E3777,67,70,51,44,65,297,9107
E0622,66,88,50,51,42,297,9108
E9656,58,70,69,45,55,297,9109
E5645,57,71,73,43,53,297,9110
E0369,45,49,84,51,68,297,9111
E8690,61,54,93,44,45,297,9112
E8553,40,96,50,47,64,297,9113
E2802,82,53,60,59,43,297,9114
E8349,56,91,51,58,41,297,9115
E1665,40,84,51,67,55,297,9116
E7178,45,57,51,80,64,297,9117
E2994,69,75,70,40,43,297,9118
E4977,44,59,63,48,83,297,9119
E8769,54,78,73,43,49,297,9120
E0868,69,56,44,50,78,297,9121
E2257,64,76,77,40,40,297,9122
E8279,46,44,58,55,94,297,9123
